ChainID,store#,address,address2,city,state,zip,latitude,longitude,phone,hours,departments,New Store,Open Date,Comments
10,13,351 North Frontage Rd,New London Mall,New London,CT,06320,41.37089,-72.11856,860-442-9607,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",ACT,N,NULL,
10,14,79395 Highway 111,Centre at La Quinta,La Quinta,CA,92253,33.71507,-116.29314,760-777-4684,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,15,199 Highland Avenue,Maple Croft Plaza,Cheshire,CT,06410,41.49283,-72.904,203-272-7248,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,17,79 Newtown Road,Berkshire Shopping Plaza,Danbury,CT,06810,41.40821,-73.41514,203-794-1211,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
10,18,80 Main Street,North Reading Plaza,North Reading,MA,01867,42.5726,-71.11122,978-276-1870,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-10:00pm",ACT,N,NULL,
10,19,2100 Dixwell Avenue,Hamden Shopping Plaza,Hamden,CT,06514,41.375,-72.915,203-281-7580,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY$ACT,N,NULL,
10,20,69324 State HWY 21,Stirling Mandeville Shopping Center,Covington,LA,70433,30.4442,-90.13937,985-809-0673,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,21,230 East Main St.,Post Road Plaza,Marlborough,MA,01752,42.3527,-71.5354,508-624-4883,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,22,1 Snow Rd,Webster Square,Marshfield,MA,02050,42.09314,-70.70477,781-837-1171,"Sun: 9:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-10:00pm",ACT,N,NULL,
10,23,265 S. Broadway,Salem Plaza,Salem,NH,03079,42.7609,-71.21419,603-870-9814,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-9:30pm",HOM$LAY,N,NULL,
10,24,50 W. 225th Street,River Plaza,Bronx,NY,10463,40.87317,-73.90654,718-933-9062,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,25,Daniel Webster Highway,Royal Ridge Mall,Nashua,NH,03060,42.71217956,-71.4448859,603-888-4703,"Sun: 9:00am-7:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-9:30pm",ACT,N,NULL,
10,26,315 West Main Street,Nodbrook Plaza,Avon,CT,06001,41.81667,-72.86833,860-678-0260,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,27,400 Lincoln Street (Rte. 3A),Lincoln Plaza,Hingham,MA,02043,42.24747,-70.92583,781-749-6162,"Sun: 900am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-10:00pm",ACT,N,NULL,
10,28,1141 Main St. (RTE. 63),Watertown Plaza,Watertown,CT,06795,41.58833,-73.10667,860-274-5481,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,29,2200 Neconset Hwy,Brooktown Plaza,Stonybrook,NY,11790,40.87667,-73.11833,631-751-8820,"Sun: 9:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",DEL$HOM$ACT,N,NULL,
10,30,20 Waterfront Place,Waterfront at Port Plaza,Port Chester ,NY,10573,40.9999591,-73.66364551,914-690-9380,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,31,76 Rockland Plaza,Rockland Plaza,Nanuet,NY,10954,41.09667,-74.01167,845-623-7003,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,32,1005 Paradise Road (Rte. 1A),NULL,Swampscott,MA,01907,42.48533,-70.90033,781-581-5330,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-9:30pm",LAY,N,NULL,
10,33,2600 South Road,Poughkeepsie Plaza,Poughkeepsie,NY,12601,41.66528,-73.92788,845-471-3600,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-10:00pm, Fri-Sat: 9:30am-10:00pm",ACT$LAY,N,NULL,
10,34,2650 Sunrise Hgwy.(Rte. 27),East Islip Center,E. Islip,NY,11730,40.7406,-73.19994,631-859-3576,"Sun: 9:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY,N,NULL,
10,35,901 Bloomfield Avenue,Essex Mall,W. Caldwell,NJ,07006,40.85167,-74.29667,973-575-7910,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,36,270 Route 35 South,Shrewsbury Plaza,Shrewsbury,NJ,07702,40.31474,-74.06635,732-542-1190,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri: 9:30am-10:00pm, Sat 9:00am-10:00pm",,N,NULL,
10,37,1127 E. Rand Road,Mt. Prospect Plaza,Mt Prospect,IL,60056,42.06691,-87.92094,847-255-8684,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,39,400 South State Rd,Marple Crossing,Springfield,PA,19064,39.93821,-75.35501,610-604-9825,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, October 07, 2010",
10,40,401 Route 38 Suite A-5,Moorestown Plaza,Moorestown,NJ,08057,39.94333,-74.96833,856-234-8818,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$ACT,N,NULL,
10,41,102 Yorktown Shopping Center Rd,Yorktown Center,Lombard,IL,60148,41.836553,-88.010079,630-495-0321,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT$HOM,N,NULL,
10,42,6200 Little River Turnpike (Rte. 236),Plaza at Landmark,Alexandria,VA,22312,38.81822,-77.14063,703-354-1770,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,43,1240 Old Country Road,Price Club Plaza,Carle Place (Westbury),NY,11514,40.74417,-73.6025,516-683-1078,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$LAY,N,NULL,
10,44,Highland Parkway At Us 1,Langhorne Square Shopping Center,Langhorne,PA,19056,40.16916,-74.8922,215-949-0575,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,45,14890 Manchester Road,Olde Towne Plaza,Ballwin,MO,63011,38.59289,-90.53886,636-527-6743,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,46,122 Park Avenue,Willow Grove Shopping Center,Willow Grove,PA,19090,40.145,-75.11667,215-657-6688,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,47,163A Monticello Avenue,Williamsburg Shopping Center,Williamsburg,VA,23185,37.28313,-76.71997,757-258-4906,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,48,10780 Sunset Hill Plaza,Sunset Hills Plaza,Sunset Hills,MO,63127,38.55351859,-90.40926218,314-821-7630,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT$LAY,N,NULL,
10,49,150 Brookhaven Ave,Town Brookhaven,Atlanta (Brookhaven),GA,30319,33.871236,-84.333892,404-848-9447,"Sun: 11:00am-9:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,"Thursday, April 28, 2011",
10,50,9601 Cicero Avenue,Green Oaks Center,Oaklawn,IL,60453,41.72,-87.74333,708-424-8388,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,51,1649 Martin Luther King Jr Blvd ,Walmart Shopping Center ,Houma,LA,70360,29.610476,-90.7558,985-851-1254,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,52,1238 Putty Hill Avenue,Towson Marketplace,Towson,MD,21204,39.39461,-76.58276,410-825-0350,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$LAY,N,NULL,
10,53,1483 Route 23 S,Meadtown Shopping Center ,Kinnelon,NJ,07405,41.002138,-74.357236,973-492-1638,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,Y,"Thursday, May 19, 2016",Now Open!<br>
10,54,4808 Lincoln Highway (Rte. 30),NULL,Matteson,IL,60443,41.50667,-87.73167,708-481-3204,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,55,8100 South Gessner Blvd,Southway Shopping Center,Houston,TX,77036,29.69023,-95.53431,713-271-4300,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, April 27, 2006",
10,57,200 Clifton Boulevard,Westminster Crossing,Westminster,MD,21157,39.58448,-76.98874,410-857-9835,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$LAY$ACT,N,NULL,
10,58,979 US Route 1 South,Fashion Plaza,North Brunswick,NJ,08902,40.46124,-74.46048,732-745-2901,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY,N,NULL,
10,59,9425 Katy Freeway,Hedwig Village Center,Houston,TX,77024,29.783627,-95.525131,713-647-7501,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY,N,NULL,
10,60,5555 Brainard Avenue,Salem Square,Countryside,IL,60525,41.78778,-87.87682,708-352-7740,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,61,3850 Mystic Valley Parkway (Rte. 16),Meadow Glen Mall,Medford,MA,02155,42.4061,-71.0936,781-391-1331,"Sun: 11:00am-6:00pm, Mon-Thu: 9:30am-9:00pm, Fri-Sat: 9:30am-9:00pm",ACT$LAY,N,NULL,Open During Construction!<br />
10,62,1465 Woodbury Avenue,Marshalls Mall,Portsmouth,NH,03801,43.093,-70.79117,603-436-6065,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",ACT,N,NULL,
10,63,5932 Roswell Rd,Exchange at Hammond,Sandy Springs,GA,30328,33.918098,-84.380477,404-252-0288,"Sun: 11:00am-9:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, November 13, 2014",
10,65,2641 N Salisbury Blvd,Lord Salisbury Retail Center,Salisbury,MD,21804,38.41193,-75.56729,410-546-5272,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,67,293 E. Altamonte Drive,North Lake Plaza,Altamonte Springs,FL,32701,28.66167,-81.39,407-834-2015,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,68,2203 Roswell Road,East Lake Shopping Center,Marietta,GA,30062,33.96833,-84.49,770-971-2604,"Sun: 11:00am-9:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,69,75 South River Rd,Bedford Mall,Bedford,NH,03110,42.958336,-71.477125,603-222-1800,"Sun: 9:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-9:30pm",ACT,N,NULL,
10,70,1400 S. Harbor Boulevard,Orange Fair Marketplace,Fullerton,CA,92832,33.8575,-117.92469,714-526-8088,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,71,19731 Vanowen Street,NULL,Canoga Park,CA,91306,34.19333,-118.56167,818-346-0208,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
10,72,280 Newfield Ave,Charter Oak Marketplace ,Hartford,CT,06106,41.73987,-72.7117,860-953-3127,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,73,15906 Imperial Highway,NULL,La Mirada,CA,90638,33.9162,-117.99274,562-947-2811,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,74,5160 Stevens Creek Boulevard,Stevens Creek Central,San Jose - Stevens Creek Blvd.,CA,95129,37.32167,-121.995,408-244-8962,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,75,Route 1 & Route 101,Lafayette Crossing ,North Hampton,NH,03862,42.942203,-70.83649,603-964-3602,"Sun: 10:00am-8:00pm, Mon-Sat: 9:00am-9:30pm",,N,NULL,
10,76,16672 Beach Boulevard,NULL,Huntington Beach,CA,92647,33.72028836,-117.9880142,714-848-9333,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$ACT,N,NULL,
10,78,1394 S. Yuma Palms Parkway,Yuma Palms Regional Center,Yuma,AZ,85365,32.69926,-114.60577,928-783-7353,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,79,1250 Howe Ave.,Sac Central,Sacramento - Howe Ave.,CA,95825,38.59,-121.41667,916-924-9821,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,100,455 Arsenal Street,Arsenal Mall,Watertown,MA,02474,42.362,-71.15833,617-923-1044,"Sun: 11:00am-6:00pm, Mon-Thu: 9:30am-9:00pm, Fri-Sat: 9:30am-9:00pm",ACT,N,NULL,
10,101,65 Route 17 South,Liberty Commons,East Rutherford,NJ,07073,40.82895,-74.09319,201-939-2923,"Sun: Closed, Mon-Thu 9:30am-9:30pm, Fri-Sat 9:30am-10:00pm",,N,NULL,
10,102,1400 Oaklawn Avenue,Marshalls Plaza,Cranston,RI,02920,41.73333,-71.47833,401-463-8226,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat:9:30am-10:00pm",LAY,N,NULL,
10,103,221 N. Central Park Ave.,West Chester Square Mall,Hartsdale,NY,10530,41.02652,-73.79385,914-997-7904,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,104,8249 W Golf Rd,Four Flags SC,Niles,IL,60714,42.053909,-87.836088,847-965-2243,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,"Thursday, September 24, 2009",
10,105,7609 Campbell Road,The Pavillion,North Dallas,TX,75248,32.97933,-96.76933,972-248-8494,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,106,"91 Silhavy Road, Suite 131",Valparaiso Retail Center,Valparaiso,IN,46383,41.467796,-87.026926,219-548-0719,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,107,839 New York Avenue,Big H Shopping Center,Huntington,NY,11743,40.855,-73.41167,631-271-7339,"Sun: 9:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
10,108,RTE. 41,Sarasota Pavilion,Sarasota,FL,34231,27.26,-82.52333,941-921-6641,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,109,3942 Jr Prewitt Parkway (Hwy 54 & Hwy 42),Prewitt's Point,Osage Beach,MO,65065,38.15688945,-92.60397559,573-302-4810,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT$HOM,N,NULL,
10,110,118 S. Sharon-Amity Road,Cotswold Village Shops,Charlotte,NC,28211,35.17333,-80.795,704-364-6001,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
10,111,1583-B New Garden Road,New Garden Crossing,Greensboro,NC,27410,36.114873,-79.88099,336-299-9692,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,"Thursday, September 27, 2012",
10,112,8690 N Dixon Ave,Zona Rosa,Kansas City,MO,64153,39.255699,-94.667259,816-746-5040,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$ACT,N,NULL,
10,113,24271 Avenida de la Carlota,Oakbrook Village,Laguna Hills,CA,92653,33.61102,-117.70435,949-855-4133,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,114,19800 Hawthorne Boulevard,Torrance Promenade,Torrance,CA,90503,33.86,-118.35333,310-370-3638,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,115,1000 Florin,Lake Crest Village,Sacramento - Florin Rd.,CA,95831,38.49667,-121.51333,916-427-1917,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT$LAY,N,NULL,
10,116,41920 Ford Road,Willow Creek,Canton,MI,48187,42.32278,-83.45803,734-981-1436,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,117,16 Airport Square ,NULL,North Wales,PA,19454,40.24167,-75.24333,215-362-7433,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,118,9981 E Washington St,Cherry Tree Plaza ,Indianapolis,IN,46229,39.774106,-85.991063,317-899-1666,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,119,9640 Main Street,Fair City Mall,Fairfax,VA,22031,38.84,-77.27167,703-323-6043,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT$DEL$LAY,N,NULL,
10,120,6000 Greenbelt Road,Beltway Plaza,Greenbelt,MD,20770,38.99767,-76.91167,301-345-0660,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,121,1801 E. Camelback,Camelback Colonnade,Phoenix - E. Camelback,AZ,85016,33.51,-112.03833,602-265-2562,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,122,2203 Grand Canal Boulevard,Lakeside Plaza,Stockton,CA,95207,37.98333,-121.33667,209-952-7870,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,123,7163 Cermak Road,Cermak Plaza,Berwyn,IL,60402,41.84883,-87.80061,708-795-8688,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$ACT,N,NULL,
10,124,4799 W. Irlo Bronson Hwy,Kissimmee West,Kissimmee,FL,34746,28.33131757,-81.47366524,321-677-0419,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
10,125,9169 Roosevelt Blvd.,Northeast Shopping Center,N.E. Philadelphia,PA,19114,40.07453,-75.03284,215-676-3025,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-9:30pm",LAY$ACT,N,NULL,
10,126,8483 West Grand River Avenue,Brighton Mall,Brighton,MI,48116,42.54247,-83.78743,810-229-4127,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,128,2245 Ashley Crossing,Ashley Crossing,Charleston,SC,29414,32.8131,-80.0406,843-402-5874,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, October 27, 2011",
10,129,4725 N. Harlem Avenue,Harwood Commons,Harwood Heights,IL,60656,41.96667,-87.81,708-867-4230,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,130,18307 Kenrick Ave,Timber Creek Shopping Center,Lakeville,MN,55044,44.68191,-93.29072,952-898-4226,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,131,416 East Main St,Stop and Shop Plaza,Middletown,CT,06457,41.54855,-72.63911,860-638-1237,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,132,12555 Olive Blvd.,Heritage Plaza,St. Louis (Creve Ceour),MO,63141,38.6765,-90.46267,314-469-5433,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT$LAY,N,NULL,
10,133,10816 Kings Road,Arcadian Shores Commons,Myrtle Beach,SC,29572,33.78674,-78.77244,843-449-1369,"Sun: 9:00am-9:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
10,136,194 Retail Way,Taft Corners,Williston,VT,05495,44.44399,-73.11501,802-878-3300,"Sun: 10:00am-8:00pm, Mon-Sat: 9:00am-9:30pm",ACT,N,NULL,
10,139,8353 Leesburg Pike,Tysons Plaza ,Vienna,VA,22182,38.91833,-77.23167,703-556-0160,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$LAY$ACT,N,NULL,
10,140,805 Bethel Road,Olentangy Plaza,Columbus - Bethel Rd.,OH,43214,40.06167,-83.03833,614-451-6821,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,NULL,
10,141,1200 S. Clearview Parkway,Elmwood Shopping Center,New Orleans,LA,70123,29.96833,-90.19,504-734-1151,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,143,7506 W. Broad Street,Merchants Walk,Richmond - W. Broad St.,VA,23294,37.61886,-77.52357,804-672-3191,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
10,144,9748 Midlothian Tpk,Stein Mart Festival,Midlothian,VA,23235,37.501611,-77.570247,804-272-7234,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",ACT,N,"Thursday, September 13, 2012",
