ChainID,store_num,address,address2,city,state,zip,latitude,longitude,phone,hours,departments,New Store,Open Date,Comments
8,14,2700 Wilma Rudolph Blvd.,Austin Square Shop Center,Clarksville,TN,37043,36.5848,-87.2982,931-552-9828,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,15,1480 Jeffreys Road,Rocky Mount Towncenter 2,Rocky Mount,NC,27804,35.972,-77.8098,252-451-7776,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,16,461 Arena Hub Plaza,The Arena Hub Plaza,Wilkes Barre,PA,18702,41.24052,-75.84132,570-822-4465,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,17,821 Northeast Mall Drive,The Shop @ Ne Mall,Hurst,TX,76053,32.8306,-97.204,817-595-3130,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,n,NULL,
8,19,3900 Sisk Road Suite J,Vintage Commons Shop Center,Modesto,CA,95356,37.6931,-121.0597,209-543-6195,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,20,1063 Alafaya Trail,Waterford Lakes Town Center,Orlando,FL,32828,28.547913,-81.208366,407-275-7335,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:30pm",,N,NULL,
8,23,2300 Harbor Blvd. Unit D,Harbor Place,Costa Mesa,CA,92626,33.6567,-117.9183,949-574-9058,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,24,2330 Legge Blvd,The Center at Winchester,Winchester,VA,22601,39.154752,-78.168022,540-545-7061,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,25,20906-B Frederick Road,Milestone Center,Germantown,MD,20876,39.20136,-77.24673,301-916-4650,"Sun: 11:00am-8:00pm, Mon-Sat: 9:30am-9:30pm",DEL$LAY,N,NULL,
8,26,2455 W. Int'l Spdwy # 800,Volusia Square,Daytona Beach,FL,32114,29.1792,-81.0806,386-681-1076,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,27,3500 Ross Clark Cir #400,Shoppers On The Circle,Dothan,AL,36303,31.251,-85.4248,334-678-1826,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,28,1584 White Mountain Hwy,Northway Plaza,North Conway,NH,3860,44.02197,-71.11806,603-356-9633,"Sun: 9:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,29,1125 Woodstock Rd. Ste 450,Woodstock Rd (Hwy. 92) & Hardscrabble Rd,Roswell,GA,30076,34.06248,-84.39712,678-277-9103,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
8,30,422 West Loop Suite 600,Loop 281 & McCann,Longview,TX,75604,32.53508,-94.76585,903-753-7680,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,31,2700 Old Route 220,Plank Road Commons,Altoona,PA,16601,40.4583,-78.40981,814-944-3304,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,32,2706 Watson Blvd.,Warner Robbins Place,Warner Robbins,GA,31093,32.61938,-83.67093,478-971-4657,"Sun: 11:00am-8:00pm, Mon-Sat: 9:30am-9:30pm",LAY,N,NULL,
8,33,7191-2 Cypress Lake Drive,Highway 41 (Tamiami Trail) & Cypress Lake Dr,Fort Myers,FL,33907,26.54556,-81.87216,239-433-3451,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,34,9579 Univ Blvd. Suite 300,Highland Rnch Vlg Shp Ct,Highland Ranch,CO,80126,39.54557,-104.94961,720-344-0718,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,35,1717 Route 228 Suite C,Cranberry Comm Shp Center,Cranberry Township,PA,16066,40.68628,-80.08755,724-772-4900,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$RUN,N,NULL,
8,36,3249 N. Pleasantburg Dr.,Rutherford St & N. Pleasantburg Dr.,Greenville,SC,29609,34.888209,-82.402407,864-370-9171,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,37,11030 Pines Boulevard,Boulevard Square,Pembroke Pines,FL,33026,26.00586,-80.2944,954-450-5548,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,38,2940 E.Southlake Bvd,Gateway Plaza,Southlake,TX,76092,32.9396,-97.10639,817-748-0562,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,n,NULL,
8,39,3521 Zafarano Drive,Zafarano Dr & Cerrillos Rd,Santa Fe,NM,87507,35.6389,-106.0159,505-471-4912,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,40,1046 S. Kirkwood Road,Kirkwood Common Shp Ctn,Kirkwood,MO,63122,38.5593,-90.40691,314-909-4750,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,41,12559 Olive Blvd,Heritage Place Shp Center,Creve Coeur,MO,63141,38.6765,-90.4627,314-542-8300,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,42,10521 South Mall Drive,Siegen Lane Market Place,Baton Rouge,LA,70810,30.37798,-91.06264,225-292-6033,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,43,4851 Commonwealth Center Pky,Commonwealth Center,Richmond,VA,23112,37.4224,-77.6269,804-739-2600,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,44,4040 Grand Avenue,Chino Spectrum Marketplace,Chino,CA,91710,33.99871425,-117.7163622,909-517-3150,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,45,1648 Gadsden Highway,Colonial Prom & Tutwiler,Birmingham,AL,35235,33.60235425,-86.63794257,205-661-2822,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,46,137 Gravois Bluffs Plz Dr,Gravois Bluffs Shp Center,Fenton,MO,63026,38.5117,-90.4447,636-326-0500,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,47,417b Mary Esther Blvd,Sun Plaza Shopping Center,Fort Walton Beach,FL,32548,30.4241,-86.6468,850-362-0136,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,48,2540 Cumberland Blvd.,Heritage Pavilion,Smyrna,GA,30080,33.8885,-84.47457,770-319-0262,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$HOM,N,NULL,
8,49,2660 Chandler Blvd.,Chandler Festival,Chandler,AZ,85224,33.30735,-111.89056,480-792-1749,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,51,1122 E Brickyard Rd,Brickyard Plaza,Salt Lake City,UT,84106,40.70225,-111.8599,801-484-1446,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$HOM,N,NULL,
8,52,1283 Arsenal Street,Arsenal Plaza,Watertown,NY,13601,43.9756,-75.9486,315-786-3982,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,53,Rte 91 & 1400 North,Main Street,Logan,UT,84341,41.75768,-111.83167,435-787-0838,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,54,725 West Route 22,Village Sq. S/C,Lake Zurich,IL,60047,42.190278,-88.108496,847-726-0202,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,55,1600 Woodbury Avenue,Woodbury Ave & Arthur Brady Dr.,Portsmouth,NH,3801,43.09087,-70.79414,603-431-2689,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,56,2692 Madison Rd - Suite F,Rookwood Pavilion,Norwood,OH,45208,39.1448,-84.4433,513-531-3797,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,57,5950 Kingstowne Towne Center,Kingstowne Towne Center,Kingstowne,VA,22315,38.77117,-77.13622,703-921-9420,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,59,412 Azalea Square Boulevard,Azalea Square Shopping Center,Summerville,SC,29483,33.0372,-80.1562,843-821-1418,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,60,6384 Ridgewood Ct.,Ridgewood Court Dr. and North Park Mall,Jackson,MS,39211,32.39837,-90.13867,601-956-2202,"Sun: 11:00am-9:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY,N,NULL,
8,61,977 Valley Road,Valley Mall Shopping Cntr,Gillette,NJ,7933,40.66839,-74.48043,908-604-0050,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$RUN,N,NULL,
8,62,425 Central Ave.,Dalewood III Shopping Center,Hartsdale,NY,10530,41.0333,-73.7873,914-682-5969,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,63,250 Grove Street,NULL,Braintree,MA,2184,42.1885,-70.9871,781-356-3564,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,64,25300 Rockaway Boulevard,Five Town Shopping Center,Rosedale,NY,11422,40.6281,-73.7378,516-374-3464,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Sunday, March 24, 2013",
8,65,14501 Ocean Gate Ave,Ocean Gate Village,Hawthorne,CA,90250,33.899391,-118.368294,310-355-0012,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm ",,Y,"Thursday, March 03, 2016",Now Open!<br>
8,66,215 East Main St,Clinton Plaza,Clinton,CT,6413,41.27269437,-72.50667572,860-669-5357,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,67,7631 North Point Parkway,Mansell Crossing,Alpharetta,GA,30022,34.04478,-84.30286,770-640-0398,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
8,68,380 Lafayette Road,Southgate Plaza,Seabrook,NH,3874,42.8827,-70.8701,603-474-7444,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,69,288 Chelmsford Street,East Gate Plaza,Chelmsford,MA,1824,42.6136,-71.3324,978-256-0612,"Sun: 10:00am-7:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,70,2430 PGA Blvd.,PGA Blvd & Prosperity Farms Rd,Palm Beach Gardens,FL,33410,26.84367,-80.07182,561-625-4117,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",RUN,N,NULL,
8,71,710 16th Street,Denver Dry Building,Denver,CO,80202,39.745,-104.9919,303-892-6020,"Sun: 11:00am-8:00pm, Mon-Fri: 8:00am-8:00pm, Sat: 9:30am-8pm",,N,NULL,
8,72,34 East Ridgewood Avenue,NULL,Paramus,NJ,7652,40.97011,-74.07954,201-444-3955,"Sun: Closed, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$RUN,N,NULL,
8,73,187 Cox Creek Parkway,Florence Square Shopping Center,Florence,AL,35630,34.8297,-87.6281,256-764-6811,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,74,3945 Washington Road,Donaldson's Crossroads,Mcmurray,PA,15317,40.2726,-80.1283,724-941-9620,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
8,75,865 Bridgeport Ave,NULL,Shelton,CT,6484,41.267,-73.1314,203-929-7144,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,76,1120 Old Country Road,Roanoke Plaza,Riverhead,NY,11901,40.9178,-72.6589,631-369-9696,"Sun: 9:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,77,3350 Airport Road West,Grand Traverse Mall,Traverse City,MI,49684,44.72528,-85.63816,231-929-1183,"Sun: 11:00am-6:00pm, Mon-Thu: 10:00am-9:00pm, Fri-Sat: 10:00am-9:30pm",,N,NULL,
8,78,306 Hiawatha Blvd W M202,Destiny USA,Syracuse,NY,13204,43.07034,-76.1729,315-471-0612,"Sun: 10:00am-7:00pm, Mon-Thu: 10:00am-9:30pm, Fri: 9 10:00am-10:00pm, Sat: 9:30am-10:00pm",LAY,N,"Thursday, May 16, 2013",
8,79,4220 Summer Avenue,NULL,Memphis,TN,38122,35.1486,-89.9164,901-682-1124,"Sun: 11:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,80,2925 32nd Avenue South,Columbia Junct. Shopping Center,Grand Forks,ND,58201,47.8895,-97.0664,701-795-1524,"Sun: 12:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,81,6521 Grand Ave,Grant Hunt Center,Gurnee,IL,60031,42.38418,-87.965592,847-855-1585,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,Y,"Thursday, March 10, 2016",Now Open!<br>
8,82,5700 Johnston Street,Acadiana Square Shopping Center,Lafayette,LA,70503,30.1775,-92.0747,337-981-1385,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,83,561 Us Route 1,Wick Shopping Plaza,Edison,NJ,8817,40.5039,-74.3989,732-393-0426,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,84,5018 Airport Pulling Road North,Carillon Place,Naples,FL,34105,26.2108,-81.7685,239-649-1553,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,85,3976 Vineyard Drive,Corner of Vineyard Dr off NY 90,Dunkirk,NY,14048,42.4592,-79.3128,716-366-2603,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,86,2600 Old Dawson Road,NULL,Albany,GA,31707,31.6126,-84.2142,229 438-7966,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,87,255 Swanton Rd,Highgate Commons Shopping Center,St Albans,VT,5478,44.837633,-73.084739,802-524-7212,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,88,1128 A Harvey Road,Post Oak Square Shop Center,College Station,TX,77840,30.628,-96.2983,979-694-2008,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,89,77 South Main Street,Torrington Plaza,Torrington,CT,6790,41.8011,-73.1204,860-482-9499,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,90,683 Farmington Avenue,Bristol Shopping Plaza,Bristol,CT,6010,41.6901,-72.9242,860-584-1806,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,"Thursday, September 04, 2008",
8,92,7730 Richmond Highway,South Valley Shopping Center,Alexandria,VA,22306,38.74821,-77.08398,703-781-3051,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,93,260 Court St,NULL,Middlebury,VT,5753,44.00206,-73.15732,802-388-3021,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,94,3959 Missouri Flat Road,Missouri Flat Village,Placerville,CA,95667,38.71134,-120.83827,530-621-4741,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-9:30pm",,N,NULL,
8,95,4971 West Calsag Road,Rivercrest Shopping Center.,Crestwood,IL,60445,41.6522,-87.7377,708-389-5783,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,96,"415 Cox Rd, Suite 120",Shops at Gaston Mall,Gastonia,NC,28054,35.263499,-81.136977,704-864-6040,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,"Thursday, March 03, 2011",
8,97,81 Orchard Hill Cir Ste11,Orchard Hill Shopping Center,Staunton,VA,24401,38.1225,-79.065,540-886-0791,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,98,12801 West Sunrise Blvd.,Sawgrass Mills,Sunrise,FL,33323,26.14709,-80.32263,954-846-9402,"Sun: 11:00am-8:00pm, Mon-Thu: 10:00am-9:30pm, Fri-Sat: 10;00-9:30pm",,N,NULL,
8,99,5454 Sunset Boulevard,Lexington Place,Lexington,SC,29072,33.99892,-81.21793,803-356-3020,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,101,750 Central Park Avenue,The Mall At Cross County,Yonkers,NY,10704,40.9311,-73.8572,914-966-3601,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,102,637 Lowell Street,Shop & Save Plaza,West Peabody,MA,1960,42.5519,-71.0005,978-536-2780,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,103,1905 Scenic Hwy Ste. 3000,Presidential Marketcenter,Snellville,GA,30078,33.87385,-84.01484,770-736-9395,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
8,104,134 Perimeter Center West,Perimeter Square Shop Center,Dunwoody,GA,30346,33.92787,-84.34657,770-394-3014,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$RUN,N,NULL,
8,106,12170 Fairfax Towne Center,Fairfax Towne Center,Fairfax County,VA,22033,38.8679,-77.3652,703-691-9030,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,107,19407 Soledad Canyon Road,Canyon Country Shopping Center,Canyon Country,CA,91351,34.4155,-118.4708,661-250-4620,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,108,127 Stonebrook Pl ,West Towne Commons ,Jackson,TN,38305,35.68616,-88.8576,731-984-7227,"Sun: 10:00am-9:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, May 14, 2015",
8,109,14 Danbury Road (Rt 7),Gateway Center,Wilton,CT,6897,41.19528,-73.43833,203-834-7630,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,110,2410 Cranberry Cove Plaza,Cranberry Cove Plaza,Orleans,MA,2653,41.79496,-69.98615,508-240-6512,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,111,11311 Montgomery Road,Harpers Station Shp Center,Cincinnati,OH,45249,39.2728,-84.3273,513-247-9290,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",RUN,N,NULL,
8,113,2850 F Centre Drive,Beavercreek Place Shopping Center,Beavercreek,OH,45324,39.7711,-84.0519,937-426-1509,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,114,8 Gurnett Road,Cooks Corner,Brunswick,ME,4011,43.90612,-69.91768,207-725-2544,"Sun: 9:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,115,330 Franklin Pike Road,Brentwood Place Shopping Center,Brentwood,TN,37027,36.025314,-86.789372,615-661-8834,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$MRW$RUN,N,NULL,
8,116,1554 West Gray Avenue,River Oaks Shopping Center,Houston,TX,77019,29.753,-95.3978,713-524-5582,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$RUN,N,NULL,
8,117,2190 N Rainbow Blvd,Best of the West ,Las Vegas,NV,89108,36.19879,-115.240376,702-636-9454,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY,N,"Thursday, May 15, 2014",
8,118,1627 Gallatin Pike/Road N,Rivergate Station,Goodlettsville,TN,37115,36.299,-86.6996,615-868-4395,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,119,321 Collins Road N.E.,Northland Square,Cedar Rapids,IA,52404,42.0303,-91.6279,319-378-9553,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,120,150 Upland Square Drive,Upland Square,Stowe,PA,19464,40.266203,-75.652135,610-718-5581,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,"Thursday, August 06, 2009",
8,121,1509 Forest Avenue,NULL,Staten Island,NY,10302,40.6245,-74.1382,718-876-1995,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,122,5375 William Flynn Hwy,The Richland Mall,Gibsonia,PA,15044,40.6197,-79.9461,724-443-8600,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
